#,Date-Time (HST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,06/28/2022 21:00:00,30.67,0.00,,,,
2,06/28/2022 21:01:00,30.67,0.00,,,,
3,06/28/2022 21:02:00,30.67,0.00,,,,
4,06/28/2022 21:03:00,30.67,0.00,,,,
5,06/28/2022 21:04:00,30.63,0.00,,,,
6,06/28/2022 21:05:00,30.63,0.00,,,,
7,06/28/2022 21:06:00,30.63,0.00,,,,
8,06/28/2022 21:07:00,30.59,0.00,,,,
9,06/28/2022 21:08:00,30.67,0.00,,,,
10,06/28/2022 21:09:00,30.59,0.00,,,,
11,06/28/2022 21:10:00,30.63,0.00,,,,
12,06/28/2022 21:11:00,30.59,0.00,,,,
13,06/28/2022 21:12:00,30.59,0.00,,,,
14,06/28/2022 21:13:00,30.59,0.00,,,,
15,06/28/2022 21:14:00,30.54,0.00,,,,
16,06/28/2022 21:15:00,30.54,0.00,,,,
17,06/28/2022 21:16:00,30.54,0.00,,,,
18,06/28/2022 21:17:00,30.50,0.00,,,,
19,06/28/2022 21:18:00,30.50,0.00,,,,
20,06/28/2022 21:19:00,30.50,0.00,,,,
21,06/28/2022 21:20:00,30.50,0.00,,,,
22,06/28/2022 21:21:00,30.46,0.00,,,,
23,06/28/2022 21:22:00,30.46,0.00,,,,
24,06/28/2022 21:23:00,30.46,0.00,,,,
25,06/28/2022 21:24:00,30.46,0.00,,,,
26,06/28/2022 21:25:00,30.41,0.00,,,,
27,06/28/2022 21:26:00,30.41,0.00,,,,
28,06/28/2022 21:27:00,30.41,0.00,,,,
29,06/28/2022 21:28:00,30.41,0.00,,,,
30,06/28/2022 21:29:00,30.41,0.00,,,,
31,06/28/2022 21:30:00,30.41,0.00,,,,
32,06/28/2022 21:31:00,30.37,0.00,,,,
33,06/28/2022 21:32:00,30.33,0.00,,,,
34,06/28/2022 21:33:00,30.37,0.00,,,,
35,06/28/2022 21:34:00,30.33,0.00,,,,
36,06/28/2022 21:35:00,30.33,0.00,,,,
37,06/28/2022 21:36:00,30.33,0.00,,,,
38,06/28/2022 21:37:00,30.33,0.00,,,,
39,06/28/2022 21:38:00,30.28,0.20,,,,
40,06/28/2022 21:39:00,30.33,0.00,,,,
41,06/28/2022 21:40:00,30.33,0.00,,,,
42,06/28/2022 21:41:00,30.28,0.00,,,,
43,06/28/2022 21:42:00,30.28,0.00,,,,
44,06/28/2022 21:43:00,30.24,0.00,,,,
45,06/28/2022 21:44:00,30.24,0.00,,,,
46,06/28/2022 21:45:00,30.24,0.00,,,,
47,06/28/2022 21:46:00,30.28,0.00,,,,
48,06/28/2022 21:47:00,30.24,0.00,,,,
49,06/28/2022 21:48:00,30.24,0.00,,,,
50,06/28/2022 21:49:00,30.24,0.00,,,,
51,06/28/2022 21:50:00,30.24,0.00,,,,
52,06/28/2022 21:51:00,30.20,0.00,,,,
53,06/28/2022 21:52:00,30.20,0.00,,,,
54,06/28/2022 21:53:00,30.20,0.00,,,,
55,06/28/2022 21:54:00,30.16,0.00,,,,
56,06/28/2022 21:55:00,30.20,0.00,,,,
57,06/28/2022 21:56:00,30.16,0.00,,,,
58,06/28/2022 21:57:00,30.20,0.00,,,,
59,06/28/2022 21:58:00,30.11,0.00,,,,
60,06/28/2022 21:59:00,30.07,0.00,,,,
61,06/28/2022 22:00:00,30.16,0.00,,,,
62,06/28/2022 22:01:00,30.11,0.00,,,,
63,06/28/2022 22:02:00,30.11,0.00,,,,
64,06/28/2022 22:03:00,30.07,0.00,,,,
65,06/28/2022 22:04:00,30.07,0.00,,,,
66,06/28/2022 22:05:00,30.07,0.00,,,,
67,06/28/2022 22:06:00,30.07,0.00,,,,
68,06/28/2022 22:07:00,30.07,0.00,,,,
69,06/28/2022 22:08:00,30.03,0.00,,,,
70,06/28/2022 22:09:00,29.98,0.00,,,,
71,06/28/2022 22:10:00,30.03,0.00,,,,
72,06/28/2022 22:11:00,30.03,0.00,,,,
73,06/28/2022 22:12:00,30.03,0.00,,,,
74,06/28/2022 22:13:00,30.03,0.00,,,,
75,06/28/2022 22:14:00,30.03,0.00,,,,
76,06/28/2022 22:15:00,30.03,0.00,,,,
77,06/28/2022 22:16:00,30.03,0.20,,,,
78,06/28/2022 22:17:00,30.03,0.00,,,,
79,06/28/2022 22:18:00,29.98,0.00,,,,
80,06/28/2022 22:19:00,29.98,0.00,,,,
81,06/28/2022 22:20:00,29.98,0.00,,,,
82,06/28/2022 22:21:00,29.98,0.00,,,,
83,06/28/2022 22:22:00,29.98,0.00,,,,
84,06/28/2022 22:23:00,30.03,0.00,,,,
85,06/28/2022 22:24:00,29.98,0.00,,,,
86,06/28/2022 22:25:00,29.98,0.00,,,,
87,06/28/2022 22:26:00,29.98,0.00,,,,
88,06/28/2022 22:27:00,29.98,0.00,,,,
89,06/28/2022 22:28:00,29.94,0.00,,,,
90,06/28/2022 22:29:00,29.94,0.00,,,,
91,06/28/2022 22:30:00,29.94,0.00,,,,
92,06/28/2022 22:31:00,29.94,0.00,,,,
93,06/28/2022 22:32:00,29.94,0.00,,,,
94,06/28/2022 22:33:00,29.98,0.00,,,,
95,06/28/2022 22:34:00,29.94,0.00,,,,
96,06/28/2022 22:35:00,29.94,0.00,,,,
97,06/28/2022 22:36:00,29.94,0.00,,,,
98,06/28/2022 22:37:00,29.98,0.00,,,,
99,06/28/2022 22:38:00,29.94,0.00,,,,
100,06/28/2022 22:39:00,29.98,0.00,,,,
101,06/28/2022 22:40:00,29.94,0.00,,,,
